NULL;Là où tout commence…;Vous avez voyagé depuis un lieu lointain et avez rejoint les forces de l'être mythique Ring. Ensemble, vous devez défendre les innocents contre le sinistre dresseur Dragaux et sa sombre influence ! Tout dépend de toi, joueur ! ;https://static.wikia.nocookie.net/ringfitadventure/images/9/96/Screenshot_2020-08-18_at_10.48.01_AM.png;#
NULL;Les contrées nocturnes;"Vous avez rejoint les forces de Ring et presque battu Dragaux avant que le méchant ne s'enfuie. Plus Dragaux exercera sa sombre influence, plus il deviendra fort. Tu dois l'arrêter !

Les monstres que Dragaux a créés ont commencé à attaquer les gens ! Il y a une ville à proximité qui pourrait être en danger. Protège les habitants du règne de terreur de Dragaux !

Avec Ring, tu as protégé les habitants de la ville des monstres envahisseurs. Mais il y a sûrement d'autres personnes en danger. Continue à avancer, joueur !";https://static.wikia.nocookie.net/ringfitadventure/images/e/ed/RingFitWorld2.PNG;#
NULL;La boutique et la pierre brillante;"Dragaux a atteint une terre à forte population humaine. Travaillez avec Ring pour empêcher Dragaux de répandre sa sombre influence !

Tu as retrouvé Bichon au magasin général, mais des monstres ont volé les ingrédients de son smoothie. Prétextant qu'il ne peut pas rentrer chez lui sans un cadeau pour sa femme, est parti à la recherche d'un souvenir.

Bichette et Bichon ont un nouveau problème : leur mixeur est cassé. Ils ont dit qu'un nouveau mixeur pouvait être trouvé dans l'Usine Générale, mais cette zone est pleine de monstres !

Toi et Ring avez récupéré un nouveau mixeur. Maintenant, vous pouvez acheter des smoothies au magasin général ! Les smoothies sont excellents pour la récupération, alors essaie d'en avoir toujours à portée de main !

La pierre brillante que cherchait Bichette était en fait un pouvoir volé à Ring ! Maintenant que son pouvoir des smoothies est restauré, Ring peut te préparer des smoothies à tout moment !";https://static.wikia.nocookie.net/ringfitadventure/images/2/27/Screenshot_2020-09-21_at_3.37.58_PM.png;#
NULL;Le royaume de Sporte;"Dragaux a fui vers le Royaume de Sporte. Ring pense que les Sportiates seront à l'abri de l'influence de Dragaux, mais tu sais mieux.

Dragaux est de l'autre côté d'une large rivière que tu ne peux pas traverser, mais ne t'inquiète pas. Le commandant Sportiate t'entraînera à traverser cette rivière à la manière des Sportiates !

Dragaux est de l'autre côté d'une large rivière. Comme toi et Ring n'avez aucun moyen de la traverser, le commandant Sportiate a commencé à t'entraîner à la traverser comme un sportif !

Après avoir obtenu l'approbation du Commandant Sportan, des monstres sont soudainement apparus dans le Trésor de Sporte, où l'on dit qu'un joyau étincelant se trouve. Détruis les monstres et recherche le joyau brillant !

Tu as aidé Ring à vaincre les monstres et à récupérer la pierre brillante, qui contenait la capacité d'aviron de rivière volée à Ring ! Tu peux maintenant traverser la plus large des rivières !

Tu as aidé Ring à récupérer sa capacité à ramer, ce qui vous a permis à tous les deux de traverser la rivière Sportiate en toute sécurité. Prochaine étape, Dragaux !";https://static.wikia.nocookie.net/ringfitadventure/images/f/f2/World_4_map.png;#
NULL;Drago contre les quatre maîtres;"Tu as chassé Dragaux du Royaume de Sporte et ramené l'espoir au peuple Sportan. Pourtant, le discours de Dragaux sur le renforcement de ses défenses est inquiétant.

Tu as rencontré Allegra, le maître des jambes. Quand elle a appris que tu cherchais Dragaux, elle est allée consulter les autres maîtres. Va rejoindre Allegra pour voir ce qu'ils pensent.

Allegra t'a approuvé, mais maintenant tu dois gagner le respect d'Armando, le maître des bras.

Vous avez rencontré le maître de bras, Armando. Il est aussi intense que musclé, et il semble très méfiant à ton égard. Attention, car son épreuve sera très délicate.

Vous avez obtenu les approbations d'Allegra et d'Armando. Vous devez maintenant relever le défi d'Abdonis, le maître des abdos !

Vous avez sauvé un jeune homme piégé par des chutes de pierres. Maintenant que la route est dégagée, vous pouvez continuer votre voyage pour rencontrer Abdonis, le maître des abdos !

Le jeune homme que vous avez sauvé était en fait Abdonis, le maître des abdos lui-même ! Maintenant que vous avez passé l'épreuve d'Abdonis, il ne reste plus que Guru Andma, le maître de l'équilibre !

Après que tu aies vaincu la boule de compagnie de Guru Andma au combat, les quatre maîtres ont accepté de t'aider à vaincre Dragaux. Ils vous attendent maintenant dans le stade à venir. ";https://static.wikia.nocookie.net/ringfitadventure/images/9/9b/World_5_map_2.png;#
NULL;Le pays sous emprise;"Dragaux a capturé les quatre maîtres ! Tu dois les libérer avant que le plan diabolique qu'il a en tête ne se réalise !

Cette terre est complètement sous le contrôle de la sombre influence de Dragaux. Même les quatre maîtres sont en danger de succomber à son pouvoir. Arrêter Dragaux devra attendre - tu dois d'abord sauver les quatre maîtres !

Tu as retrouvé Allegra, Armando et Abdonis et tu as découvert qu'ils sont complètement sous le contrôle de la sombre influence de Dragaux.

Tu as retrouvé le gourou Andma et découvert que, tout comme Allegra, Armando et Abdonis, elle était complètement sous le contrôle de la sombre influence de Dragaux. ";https://static.wikia.nocookie.net/ringfitadventure/images/8/8c/World_6_map.png;#
NULL;La beauté filante de la forêt;"Dragaux s'est envolé avec les quatre maîtres sous son emprise. Poursuivez-les, et libérez-les de sa sombre influence !

En cherchant Allegra, tu as entendu parler d'une femme nommée Dashley, qui pourrait savoir où la trouver. Voyagez jusqu'à Trotter's Grove et trouvez Dashley !

Dashley ne peut conserver sa jeunesse que si elle continue à courir, mais des monstres bloquent son chemin de jogging dans la forêt. Aide Dashley pour pouvoir lui demander des nouvelles d'Allegra !

Dashley était autrefois le maître d'Allegra. Allegra pensait qu'elle pouvait empêcher Dashley de courir et ainsi devenir elle-même un coureur de haut niveau. Allegra peut-elle être sauvée de la sombre influence ? ";https://static.wikia.nocookie.net/ringfitadventure/images/f/f3/World_7_map.png;#
NULL;Les larmes d'Ondine;"Dashley a accepté de veiller sur son élève, Allegra, et d'essayer d'avoir une influence positive. Toi et Ring êtes passés à la terre suivante, après Dragaux.

Cette terre est en proie à une pluie incessante formée par les larmes d'une déesse appelée Solar Plexia, qui ne devrait apporter que des jours ensoleillés à son peuple. Peut-être pouvez-vous aider ?

La prêtresse vous a indiqué comment vous rendre au sanctuaire de Solar Plexia, mais elle vous a également révélé que les gouttes de pluie que vous aviez recueillies n'avaient aucune utilité. Vous commencez à vous interroger sur l'identité du jeune homme qui a mentionné les gouttes de pluie...

Abdonis a bloqué la route menant au sanctuaire de Solar Plexia. Vous réalisez maintenant que le jeune homme qui a mentionné les gouttes de pluie était aussi lui déguisé. Vous vous rendez compte qu'Abdonis semble bien connaître cet endroit... ";https://static.wikia.nocookie.net/ringfitadventure/images/a/a0/Screenshot_20200818-071429.png;#
NULL;Le temple de Grodur;"La prêtresse servant Solar Plexia était en réalité la mère d'Abdonis. Mais il n'y a pas de temps pour digérer cela, car Dragaux a volé la sphère de lumière de Solar Plexia !

Tu as appris que Dragaux a laissé l'orbe de lumière de Ring à Armando dans son Dojo Flex. Le récupérer pourrait être un problème. L'orbe (ou la sphère) est le jump boost de Ring ! !! Tu as récupéré la capacité Jump Boost de Ring ! Dragaux a répondu en déchargeant sa rage sur Armando, en envoyant des monstres dans son gymnase d'entraînement. Ne sont-ils pas dans le même camp ?!";https://static.wikia.nocookie.net/ringfitadventure/images/e/ed/World_9_map.png;#
NULL;Bienvenue en Amusie;"Vous avez récupéré la capacité Jump Boost de Ring ! Il ne lui reste plus qu'une capacité avant d'avoir récupéré tous ses pouvoirs.

Le paradis des enfants, Grandminion Gauntlet, se dresse entre toi et Dragaux. Si tu espères l'atteindre, tu devras gagner des parties contre tous les Grandminions que Guru Andma a formés.

Tu as vaincu Guru Andma et ses Grandminions ! Tu peux maintenant affronter Dragaux !";https://static.wikia.nocookie.net/ringfitadventure/images/3/3b/World_10_map.png;#
NULL;La vallée des vœux;"Vous avez été victorieux dans la bataille contre Dragaux, mais le méchant reste imperturbable. Insistant sur le fait que la victoire finale (et en fait, le monde) est à sa portée, il s'est envolé vers la terre suivante.

Ring a l'idée de sauver Dragaux en visitant la Vallée des souhaits, où tous les souhaits peuvent se réaliser. Cependant, la Vallée s'est avérée insaisissable. Une diseuse de bonne aventure prétend que trois amis détiennent la clé pour trouver la Vallée.

Pour atteindre la Vallée, vous devez vous faire trois amis. Votre première rencontre est avec Scarecruel, dont la personnalité abrasive vous fait vous demander, à vous et à Ring, si elle peut vraiment être considérée comme une amie. Lorsque vous rencontrez Scarecruel, elle vous demande de vaincre des monstres sans utiliser de smoothies, car elle prétend ne pas les aimer. Après avoir rencontré Scarecruel, tu as rencontré un jeune homme que Scarecruel t'a ordonné de poursuivre, mais il était trop rapide pour toi, mais l'homme a laissé tomber ses caisses. Après avoir brisé les caisses, vous rencontrez une matte noire. Après l'avoir vaincue, l'homme fort et lâche vous rejoint. Après avoir rencontré Scarecruel, ta prochaine rencontre est celle du Cowardly Strongman, qui semble être un dur à cuire mais qui est en fait un grand tendre. Maintenant, tu as deux amis... ou pas ?

Trois amis sont nécessaires pour atteindre la Vallée des souhaits. Après l'épouvantail sadique et l'homme fort lâche, tu as rencontré un troisième ""ami"", le vaniteux Toned man. Ce trio douteux devrait satisfaire à la condition d'entrée dans la Vallée.

Vous avez été rejoint dans votre voyage vers la Vallée des souhaits par le sadique Scarecruel, le lâche Strongman et le vaniteux Toned Man. Le chemin de la Vallée des souhaits est enfin ouvert !";https://static.wikia.nocookie.net/ringfitadventure/images/1/12/World_11_map_2.png;#
NULL;L'invention de Brikare;"Scarecruel, Cowardly Strongman et Toned Man se sont révélés être Allegra, Armando et Abdonis déguisés ! Et pourtant ! L'endroit où se trouve Guru Andma est inconnu, alors soyez prêts à tout !

Au Battle Gym, tu as gagné le boulon d'oiseau dont Daddalus a besoin pour continuer à travailler sur le dirigeable. Va maintenant le lui livrer au studio Upsurge !

Tu as vaincu les monstres et récupéré la capacité d'aile de Ring ! Tu peux maintenant traverser la falaise et te diriger vers le Mont Fearmenot.

Avec la capacité d'aile de l'anneau, vous avez traversé la falaise dangereuse du mont Fearmenot. Maintenant, célébrez le retour du pouvoir final de l'anneau en battant Dragaux ! ";https://static.wikia.nocookie.net/ringfitadventure/images/d/db/Screenshot_20200827-103618.png;#
NULL;L'Eldorago;"Tu t'attendais à combattre Dragaux mais tu as rencontré Guru Andma à la place. On dirait que Dragaux utilise les 4 maîtres pour gagner du temps. Mais... du temps pour faire quoi ?

Pendant que tu étais occupé avec les Quatre Maitres. Dragaux a construit El Dorago, son utopie remplie de l'influence des ténèbres. Avec ses citoyens sous le charme de Dragaux, il est peu probable que tu obtiennes leur aide dans ta recherche.

L'influence noire de Dragaux a rempli El Dorago. Les citoyens de la ville étant tous sous son emprise, aucun d'entre eux n'est prêt à vous aider dans votre recherche de Dragaux. ";https://static.wikia.nocookie.net/ringfitadventure/images/f/fa/World_13_map.png;#
NULL;Les enfants disparus;"Tu as trouvé la cachette de Dragaux, mais il s'est échappé une fois de plus. Qu'est-ce qu'il voulait dire quand il a mentionné ""ce pouvoir"" ?

Tu as rencontré un fantôme dans un endroit étrange, entouré de brouillard. Ring a nié avoir peur des fantômes, mais tu peux dire qu'il en a vraiment peur.

Ring et toi êtes arrivés en ville, où vous avez appris que tous les enfants du pays ont disparu. Vous devrez continuer à enquêter pour découvrir le fin mot de ce mystère.

Avec Ring, vous avez vaincu les monstres et libéré les enfants. Mais les enfants sont toujours sous forme de fantômes ! Y a-t-il un moyen de ramener les enfants à la normale ? !

Tu as appris que les enfants sont devenus des fantômes parce qu'ils ont traité Abdonis de vieil homme pendant un séminaire d'exercices abdominaux. ";https://static.wikia.nocookie.net/ringfitadventure/images/6/6a/World_14_map_1.png;#
NULL;Quizbourg;"Abdonis, contrarié que les enfants l'appellent ""le vieux"", les a transformés en fantômes. Il s'est repenti quand il a vu leur innocence retrouvée, mais cela ne vous rapproche pas de la découverte de Dragaux.

Tout commence par un quiz et se termine par un quiz à Quizton. Vous devez trouver la bonne réponse pour avancer !

Tout commence par un quiz et se termine par un quiz à Quizton. Le quiz du chef est ""Lequel contient le plus de vitamine C par gramme ?"".

Le joueur a choisi la bonne réponse, alors on continue !

Après avoir nettoyé le Battle Gym, le fils du chef du village vous a approché, souhaitant discuter de quelque chose.

A Quizton, tout commence par un quiz et se termine par un quiz. Le quiz du fils du chef est ""Que signifie se calmer ?"".

Heureusement, Player connaissait la réponse ! Sur quoi allez-vous être interrogé la prochaine fois ?

Tout commence par un quiz et se termine par un quiz à Quizton. Le deuxième quiz du fils du chef est ""Quel exercice ne fait pas partie des trois grands ?"" Répondez correctement à la question pour passer à la suite. ";https://static.wikia.nocookie.net/ringfitadventure/images/b/ba/World_15_map_2.png;#
NULL;Le robot magique;"Dragaux a utilisé sa sombre influence pour renforcer ses abdos. Maintenant, il va renforcer le reste de son corps aussi ! Cours après Dragaux, et empêche-le de devenir encore plus fort !

Allegra a demandé à son robot magique qui avait les fesses les plus solides. Le robot magique a répondu ""Titanium White"", ce qui a mis Allegra en colère. Elle est allée capturer Titanium White. Tu l'as suivi, mais tu ne peux pas suivre le rythme de ces puissantes jambes.

Allegra était occupée à faire quelque chose avec ""Blanc de Titane"". Alors, elle a demandé à son Cobalt Sufferfish de te battre. Tu l'as vaincu, non ?

Allegra a capturé Blanc Titane et a menacé de l'éliminer en tant que rivale. Ça sent les ennuis pour Titanium White ! Rattrape-les, vite !

Tu as sauvé Titanium White... en quelque sorte. Malheureusement, Allegra a volé sa motivation, sa persévérance et son enthousiasme - les trois clés de l'entraînement de Blanche-Neige. Il doit y avoir un moyen de les récupérer !

Vous avez gagné la première clé du gymnase ! Mais cela n'a pas eu beaucoup d'effet sur le Blanc de Titane. Il semble que tu auras besoin des trois clés avant qu'elle ne redevienne normale.

Tu as gagné la troisième clé du gymnase ! Blanche Titane est redevenue son ancienne cybernétique. Allegra a été choquée par cette révélation mais semble bien contente d'être la meilleure coureuse entièrement naturelle. ";https://static.wikia.nocookie.net/ringfitadventure/images/4/49/World_16_map_2.png;#
NULL;Le garçon qui criait au loup;"Vous avez vaincu Allegra, mais Dragaux est toujours dehors à travailler sur ses jambes. Vas-y et arrête-le !

Tu as rencontré Linus, un garçon qui ment... pour une raison quelconque. Les habitants de la ville le détestent, car il ment toujours. Ring et le Stagiaire ont découvert que les animaux pouvaient être contrôlés par l'influence obscure !

Linus vous a suivi tranquillement, pour voir comment vous alliez gérer les animaux enragés. Quand il a vu votre pouvoir, il vous a supplié d'être son entraîneur. Il semble qu'il y ait quelqu'un en ville qu'il veut garder en sécurité.

Tu as compris plus tard que Dragaux avait dit à Linus de mentir, pour qu'il puisse rendre ses jambes plus fortes. Dragaux a menti, et tu veux le poursuivre avant qu'il ne soit trop tard !

Tu as rencontré Honey, qui semblait être la personne pour laquelle Linus s'inquiétait. Elle a promis de retourner en ville et de dire à tout le monde à quel point Linus était utile. ";https://static.wikia.nocookie.net/ringfitadventure/images/6/6f/World_17_map.png;#
NULL;L'homme bouillant des contrées gelées;"Il s'est avéré que c'était Dragaux qui a piégé Linus en lui faisant mentir. Vous avez renvoyé Dragaux et les habitants ont pardonné à Linus, ce qui a permis une fin heureuse pour tous.

(parenthèse de remplacement car il peut manquer un résumé, n'hésitez pas à l'enlever si ce n'est pas le cas).

L'ami de Thermia bloqué dans la neige s'est avéré être Honey du magasin général. Grâce à toi, Thermia et Honey ont pu rentrer saines et sauves en ville. Mais pourquoi n'étaient-elles pas habillées pour le temps ?

Thermia et Honey ont expliqué qu'elles n'étaient pas habillées à cause des ordres de leur nouveau chef. D'après ce que j'ai entendu, ce nouveau chef ne peut être qu'Armando !

Vous avez aidé un jeune homme en lui donnant de la soupe chaude. L'homme se rendait à la maison du chef mais il t'a prévenu qu'il y avait un chien de garde chez le chef. ";https://static.wikia.nocookie.net/ringfitadventure/images/3/30/World_18_map.png;#
NULL;Le pays des Robots;"Tu as vaincu Armando, qui a glissé quelques informations sur les plans de Dragaux. Il est parti entraîner ses bras dans le prochain pays !

Tu as voyagé avec Ring jusqu'au Royaume des Robots. Comme tu ne comprenais pas le langage des robots, le binarese, Honey a suggéré de porter des vêtements du set Fitness Machine, qui permet de communiquer avec les robots et de comprendre le binarese.

Bien que Honey du magasin général parle couramment le binarese, vous ne le comprenez pas du tout. Heureusement, il y a une solution facile : tous ceux qui portent l'ensemble de vêtements Fitness Machine peuvent parler le binarais.

Vous avez trouvé un robot couché sur le sol et incapable de bouger. Lorsque vous lui avez donné un smoothie, il s'est rétabli et a eu quelques mots désagréables à propos d'un certain dragon. Est-ce que Dragaux prépare quelque chose de sinistre ici aussi ?

Tu as rencontré un robot qui avait du mal à passer le point de contrôle que Dragaux avait mis en place. Tu as éliminé le Miel du magasin général qui parlait couramment le binaire, mais tu ne le comprenais pas du tout. Heureusement, il y a une solution facile : tous ceux qui portent l'ensemble de vêtements Fitness Machine peuvent prononcer le binarese.

Avant le début de l'usine Ohwanoh, vous avez trouvé un robot allongé sur le sol et incapable de bouger. Lorsque vous avez donné un smoothie au robot, il s'est rétabli et a eu quelques mots peu amènes à l'égard d'un dragon. Est-ce que Dragaux prépare quelque chose de sinistre ici aussi ?

Avant le point de contrôle de Heave-Ho, tu as rencontré un robot qui avait du mal à passer le point de contrôle que Dragaux avait mis en place. Tu as nettoyé le point de contrôle et reçu les remerciements inimitables du robot.

Tu as trouvé un autre robot effondré sur le sol. Lorsque tu as donné au robot le smoothie qu'il voulait, même Ring a été surpris par ses caractéristiques avancées.

Tu as parlé à un robot qui se plaignait que Dragaux avait fermé tous les gymnases d'entraînement qui n'étaient pas spécialisés dans les armes. Le Battle Gym, par contre, était toujours ouvert. Vous n'avez pas perdu de temps pour vaincre le Battle Gym le plus proche.

Vous avez trouvé un robot doré effondré sur le sol. Ring était excité de voir les caractéristiques de celui-ci, mais lorsque vous lui avez donné un smoothie, le spectacle l'a laissé sans voix. Peut-être que vous feriez mieux de vous diriger vers Dragaux. ";https://static.wikia.nocookie.net/ringfitadventure/images/9/95/World_19_map.png;#
NULL;Le pays sans sommeil;"Tu as vaincu Dragaux une fois de plus, malgré tout son entraînement. Il semble convaincu que ce dont il a besoin maintenant, c'est de se concentrer sur l'équilibre de ses groupes musculaires. Ce qui doit signifier qu'il prévoit de s'entraîner avec Guru Andma !

Tu as découvert que c'était Guru Andma qui enseignait à Dragaux comment équilibrer son entraînement. Maintenant Dragaux est toujours en liberté quelque part, faisant ses derniers préparatifs !

En cherchant la raison des bruits sourds provenant du stade de Dragaux, tu as rencontré Snoozie, qui courait fébrilement pour résister à l'appel du sommeil. Ring a réussi à la faire dormir, lui offrant ainsi un repos bien mérité.

Bien que Ring ait réussi à endormir Snoozie, elle vous a rendu la pareille en vous incitant à lui donner des smoothies qui la maintiennent éveillée. Le seul moyen de l'aider semble être de trouver Dragaux et d'arrêter son cruel projet !";https://static.wikia.nocookie.net/ringfitadventure/images/7/7a/World_20_map_2.png;#
NULL;Le pays des Limbes;"Réalisant que sa seule énergie d'exercice ne suffisait pas, Dragaux a absorbé les Quatre Maîtres et a fui vers Finalia. Il n'y a pas de temps à perdre !

En poursuivant Dragaux jusqu'à Finalia, tu t'es perdu dans Between Land, où le monde des vivants est relié à l'au-delà. Soudain, un fantôme est apparu devant vous !

Avec l'aide du mystérieux fantôme, vous avez surmonté les obstacles. Ring a été ému par votre force lorsque vous vous êtes approché de l'entrée du Pays d'Hadès. ";https://static.wikia.nocookie.net/ringfitadventure/images/a/af/World_21_map.png;#
NULL;Le pays des Ames;"Le mystérieux fantôme est parti après avoir murmuré ""Quatre... maîtres..."". Les quatre maîtres sont-ils au pays d'Hadès ? Et où se trouve cette ""Finalia"" où Dragaux attend ?

L'entraînement de Dragaux sera terminé à tout moment, et tu es le seul à pouvoir l'arrêter ! Les quatre maîtres sont prêts à te former, mais il y a un petit problème : ils ont été réduits à n'être que des âmes errantes.

Tu as rencontré l'esprit d'Allegra, qui t'a aidé à t'entraîner sur les jambes. Bien qu'Allegra ait été consumée par la jalousie, elle semble avoir surmonté cela.

Tu as rencontré l'esprit d'Armando, qui t'a aidé à t'entraîner au bras. Il s'est avéré qu'Armando avait commencé à faire du fitness afin d'avoir une petite amie.

Tu as rencontré l'esprit d'Abdonis, qui t'a aidé à faire tes abdos. En retour, tu as appris à Abdonis l'importance de faire confiance aux autres.

L'esprit de Guru Andma t'attendait pour t'instruire dans un entraînement intense. Elle semblait assez énergique, étant donné qu'elle n'est qu'un esprit.

Après avoir vaincu le chien de compagnie de Guru Andma, Sir Grrrus, elle vous a déclaré prêt à relever votre dernier défi au pays d'Hadès. ";https://static.wikia.nocookie.net/ringfitadventure/images/f/f7/World_22_map_2.png;#
NULL;Le pays des Confins;"Les quatre maîtres ont conquis leurs propres faiblesses et t'ont aidé à conquérir les tiennes également. En jurant de les sauver à tout prix, tu t'es dirigé vers Finalia où Dragaux t'attend !

Tu es enfin arrivé à Finalia. Si tu ne peux pas te débarrasser une fois pour toutes de la sombre influence de Dragaux, ce monde sera perdu à jamais. ";https://static.wikia.nocookie.net/ringfitadventure/images/8/82/World_23_map.png;#
